time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.018629,0.2210,0.0578,0.0210,0.229
0.023640,0.1472,0.0932,0.1095,0.206
0.040059,-0.1297,0.1925,-0.0901,0.249
0.069055,-0.0354,-0.1681,-0.0657,0.184
0.093288,0.1206,-0.1259,0.0103,0.175
0.102210,0.1184,-0.0154,0.0113,0.120
0.120455,0.0253,0.0832,0.0199,0.089
0.140616,-0.1447,0.0421,-0.0120,0.151
0.170954,0.0902,-0.1146,0.0631,0.159
0.184941,0.0880,-0.0829,0.0348,0.126
0.201713,-0.0145,0.0137,0.0150,0.025
0.221222,-0.0740,0.0121,0.0062,0.075
0.241522,0.0075,-0.1132,-0.0372,0.119
0.274753,0.0389,0.0357,0.0033,0.053
0.285083,0.0108,0.1377,0.1311,0.190
0.302919,0.0134,0.1001,0.1217,0.158
0.323990,0.0016,-0.0254,0.0576,0.063
0.345231,-0.0584,-0.0834,-0.0840,0.132
0.375555,0.0877,0.0088,-0.0990,0.133
0.385055,0.1936,0.0427,-0.1587,0.254
0.405932,0.0504,-0.0109,-0.1236,0.134
0.426270,-0.1098,-0.0695,-0.0331,0.134
0.448391,-0.0665,-0.1294,-0.0658,0.160
0.476096,0.0798,-0.1929,-0.1470,0.255
0.488043,0.0274,0.1052,-0.0730,0.131
0.508596,0.1088,0.3107,-0.1497,0.362
0.529822,-0.0778,0.1902,-0.0416,0.210
0.552395,-0.1232,0.0771,0.1278,0.194
0.597964,-0.0354,-0.0112,0.1547,0.159
0.598697,-0.0354,-0.0112,0.1547,0.159
0.613252,-0.1025,0.0073,0.2724,0.291
0.634346,-0.0382,0.0578,0.1974,0.209
0.683718,-0.0784,-0.1445,0.0411,0.169
0.685113,-0.0784,-0.1445,0.0411,0.169
0.701938,-0.0715,-0.2006,0.0677,0.223
0.720776,-0.0123,-0.1210,0.0934,0.153
0.736046,0.0591,-0.0813,0.0862,0.132
0.782640,0.0189,-0.1872,0.0741,0.202
0.783792,0.0189,-0.1872,0.0741,0.202
0.801049,-0.0360,-0.1507,0.0695,0.170
0.818762,-0.0643,-0.0384,0.0389,0.084
0.850486,0.0294,0.0352,0.0431,0.063
0.868377,0.0390,-0.0102,0.0292,0.050
0.890785,-0.0113,-0.0660,0.0308,0.074
0.910783,-0.0302,-0.0669,-0.0294,0.079
0.921033,-0.0300,-0.0304,-0.0387,0.058
0.941375,0.0258,0.1089,-0.0091,0.112
0.974198,-0.0026,0.1301,-0.0197,0.132
0.991032,-0.0097,0.0604,-0.0569,0.084
1.002720,0.0262,0.0004,-0.1090,0.112
1.023424,0.0501,0.0687,-0.1039,0.134
1.044447,0.0335,0.1627,-0.0695,0.180
1.076764,-0.0021,0.0772,-0.0301,0.083
1.099985,0.0412,0.0378,0.0000,0.056
1.117230,-0.0142,0.0932,0.0285,0.098
1.132733,0.0119,0.0925,-0.0765,0.121
1.150858,-0.0049,0.0944,-0.0568,0.110
1.167409,-0.0577,0.0790,0.0858,0.130
1.192174,-0.0273,0.0288,-0.0671,0.078
1.215368,0.1109,0.0070,-0.1683,0.202
1.233146,0.0362,-0.0483,-0.0458,0.076
1.250670,-0.0503,-0.0526,-0.0145,0.074
1.289602,0.0486,-0.0496,-0.0428,0.082
1.290675,0.1415,-0.1139,-0.0540,0.190
1.310413,0.1578,-0.1304,-0.0751,0.218
1.331093,-0.0567,-0.0119,-0.0805,0.099
1.353648,-0.0673,-0.0100,-0.0196,0.071
1.389279,0.0286,-0.0765,-0.0467,0.094
1.403449,0.0017,-0.0355,-0.0173,0.040
1.415311,-0.0035,-0.0014,0.0211,0.021
1.433082,0.0076,-0.0481,0.0622,0.079
1.453555,-0.0006,-0.0632,0.0401,0.075
1.490840,-0.0027,-0.0178,0.0566,0.059
1.513348,0.0538,0.0137,0.0156,0.058
1.520080,0.0605,0.0413,-0.0262,0.078
1.534387,0.0576,0.0614,-0.0705,0.110
1.555231,-0.0081,0.0532,-0.0588,0.080
1.591116,0.0287,0.0201,-0.0269,0.044
1.613533,0.0640,0.0193,-0.0318,0.074
1.632739,0.0996,-0.0010,0.0874,0.133
1.648992,0.0468,0.0064,0.0984,0.109
1.665509,-0.0346,0.0563,0.0576,0.088
1.688167,-0.0993,0.1267,0.0887,0.184
1.708882,0.0848,0.0813,-0.0141,0.118
1.718741,0.1543,0.0183,0.0190,0.157
1.740482,0.0445,-0.0287,0.0956,0.109
1.767127,-0.1109,-0.0379,0.1869,0.221
1.781093,-0.0029,0.0708,-0.0859,0.111
1.800521,0.1315,0.1005,-0.0537,0.174
1.822025,-0.0069,0.0722,0.1046,0.127
1.842685,-0.0901,0.0536,0.1063,0.149
1.870398,0.0279,0.0129,0.0180,0.036
1.882940,0.0472,0.0287,-0.0170,0.058
1.903649,0.0379,0.0074,-0.0157,0.042
1.925013,0.0072,-0.0715,0.0414,0.083
1.945216,-0.0235,-0.0451,0.0525,0.073
1.969515,0.0920,0.0187,-0.0783,0.122
1.986307,0.0898,0.0608,-0.1116,0.156
2.007075,0.0451,0.0464,0.0038,0.065
2.027566,-0.1003,0.0776,0.1060,0.165
2.048860,-0.0997,0.0106,0.0728,0.124
2.089175,0.0258,-0.0834,0.0567,0.104
2.090302,0.0258,-0.0834,0.0567,0.104
2.110689,-0.0382,0.0651,0.0497,0.090
