time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.551069,0.0437,-0.0226,-0.0497,0.070
2.567073,0.0652,-0.0081,-0.0609,0.090
2.584094,0.0819,0.0496,0.0052,0.096
2.609682,-0.0591,0.0347,0.0320,0.076
2.633680,0.0201,-0.0048,0.0343,0.040
2.649402,0.0920,-0.0254,0.0105,0.096
2.666630,0.0921,-0.0321,0.0081,0.098
2.707097,-0.0895,-0.0182,0.0050,0.091
2.708419,-0.0822,-0.0201,0.0031,0.085
2.730978,-0.0031,-0.0268,-0.0238,0.036
2.750737,0.0926,-0.0240,-0.0444,0.105
2.767426,0.1069,-0.0308,-0.0288,0.115
2.808820,-0.0460,-0.0101,0.0599,0.076
2.809986,-0.0460,-0.0101,0.0599,0.076
2.832400,0.0377,-0.0016,-0.0008,0.038
2.849247,0.0447,0.0380,-0.0303,0.066
2.870834,0.0302,0.0378,-0.0198,0.052
2.903655,-0.0078,-0.0251,0.0485,0.055
2.917851,-0.0438,0.0225,-0.0114,0.051
2.931990,-0.0079,0.0531,-0.0774,0.094
2.948936,0.0326,0.0257,-0.0440,0.061
2.969546,0.0014,-0.0391,-0.0248,0.046
3.006553,0.0518,0.0322,-0.0319,0.069
3.031776,0.0255,0.0168,0.0023,0.031
3.032799,0.0255,0.0168,0.0023,0.031
3.064612,-0.0535,0.0122,0.0538,0.077
3.082411,-0.0870,0.0541,0.0504,0.114
3.098717,-0.0007,0.0264,0.0695,0.074
3.120025,0.0711,-0.0332,0.0088,0.079
3.135371,0.0350,-0.0409,0.0199,0.057
3.152852,-0.0011,-0.0388,-0.0116,0.041
3.173694,-0.0611,-0.0728,0.0012,0.095
3.203274,-0.0806,-0.1305,0.0026,0.153
3.222409,-0.1433,-0.0169,0.0507,0.153
3.236444,-0.0267,0.0861,0.0999,0.135
3.257071,-0.0012,0.0146,0.1425,0.143
3.277305,-0.0642,-0.0371,0.1150,0.137
3.305604,0.0738,0.0899,0.2191,0.248
3.328785,0.3728,0.2095,0.1847,0.466
3.338289,0.3201,0.2808,0.2124,0.476
3.358659,0.0448,0.1974,0.1687,0.263
3.378750,-0.2882,-0.0195,0.1072,0.308
3.404368,-0.2465,0.1588,0.2162,0.364
3.420878,-0.2185,0.2709,0.2977,0.458
3.440357,-0.1508,0.1848,0.1981,0.310
3.460835,-0.0497,0.0094,0.2612,0.266
3.507434,0.3043,-0.0056,0.5085,0.593
3.508705,0.3043,-0.0056,0.5085,0.593
3.532099,0.2667,0.0343,0.7003,0.750
3.546721,0.1562,-0.1144,0.7623,0.786
3.565632,0.4547,-0.2234,0.6420,0.818
